x1,x2,y
0.494493147,-2.884294856,-1
-4.225865471,2.643550003,-1
0.82767331,0.418224335,-1
2.656561243,-5.565079763,-1
-0.603956201,0.2647093,-1
3.383914062,-3.748468555,-1
-1.798883058,-1.393069853,-1
-3.924577287,-4.732720238,-1
-2.535281343,-0.504258438,-1
-4.523399486,-0.004291108,-1
1.806871255,2.163165536,-1
-2.866006143,0.65641407,-1
-5.56918339,0.772094554,-1
0.01586816,-1.195207262,-1
1.292405961,-0.853157703,-1
-0.433362952,-0.767208239,-1
-1.342762366,-0.144182173,-1
-1.261763211,-0.22746389,-1
3.208548735,-3.183281896,-1
-1.803099894,-3.042776575,-1
-1.921503889,-1.332494557,-1
-2.629054925,-4.699361091,-1
-1.393331329,-2.252648237,-1
-4.516572424,-6.802009451,-1
-1.433849303,-1.188873377,-1
-0.467767281,-1.595361033,-1
-0.589736986,1.955014627,-1
0.44433975,-1.143220331,-1
-2.042130461,-0.203700913,-1
3.620549241,4.154793493,1
-0.167513329,-4.231179067,-1
2.821758452,-2.477015441,-1
-1.58812103,1.362851102,-1
0.965221225,-1.398750228,-1
3.930319478,4.076427831,1
-5.082982438,3.376964521,-1
2.451394797,3.230037556,1
4.21938469,-3.681938297,-1
-1.021822912,-0.604926725,-1
-6.400205102,-3.720760099,-1
-5.405424101,0.470734811,-1
3.130723686,3.400830706,1
-0.084808316,3.900549351,-1
-0.394356893,1.581495591,-1
0.210789695,3.124813747,-1
-2.190530595,-1.79112506,-1
-0.832837837,4.177896967,-1
-2.351363903,-1.679816534,-1
-3.443262928,0.935538593,-1
-0.765335936,3.434113519,-1
-1.416133043,-1.871806053,-1
-2.078265619,-0.97175463,-1
-0.562156682,-0.732452506,-1
-0.549559283,-0.273408668,-1
-1.32528279,0.198076365,-1
4.545208803,4.302861395,1
-1.899680272,-0.199399107,-1
-3.348652477,0.786812268,-1
-3.996530694,0.810665372,-1
4.64674439,3.94634391,1
2.138740463,-2.68063256,-1
-1.533296882,2.333244062,-1
-1.718092048,-2.653115752,-1
-4.681893612,-2.227593869,-1
4.178528823,3.381826517,1
-1.84987269,-2.491547312,-1
-0.673821797,-2.330828849,-1
5.507722297,-7.064745189,1
3.686320565,3.821208904,1
0.640755834,-1.888162137,-1
-1.681685832,-0.954871002,-1
-2.546898714,0.495261323,-1
0.849648893,0.423617266,-1
-3.564067805,2.253586964,-1
3.764651767,2.956216907,1
-3.732996793,-5.049710622,-1
-2.083259918,-3.480239947,-1
-1.425808624,-1.90247809,-1
-1.941152876,-1.61265172,-1
-2.415975242,-1.317947276,-1
-0.33400408,-5.800157766,-1
-6.863507129,1.462231831,-1
4.617202963,3.756602906,1
1.707720096,-0.051079253,-1
-3.691344511,2.113421286,-1
-2.45618394,-2.162742965,-1
8.302744528,-4.479432593,-1
1.609709791,0.063895275,-1
-3.457753371,-0.375902653,-1
3.546681049,2.221104847,1
-2.281710936,0.108694161,-1
-0.633564409,-4.46433644,-1
-4.203081465,-1.478271256,-1
-2.546333712,-1.178931091,-1
-2.904643119,3.673998778,-1
-4.180727154,-1.774756275,-1
-3.475867262,1.758129539,-1
-5.274090273,-0.655886588,-1
-4.780127166,-3.016038305,-1
-2.299939581,3.192251619,-1
-0.007176905,4.428125136,-1
-4.961631289,0.059329238,-1
-3.032279264,-3.439305478,-1
-1.387765019,2.594094275,-1
3.305536697,2.905136456,1
-8.705320572,-3.819010786,-1
-3.697313985,0.032751445,-1
-0.736428772,-2.419363524,-1
2.461170833,3.029340461,-1
3.764732205,0.42543658,-1
-2.663578979,3.327686438,-1
4.260483861,-0.311692452,-1
0.043913094,-3.18652972,-1
-1.33747892,-2.89645396,-1
-0.721710105,-0.907936369,-1
-3.020124937,-5.696871205,-1
1.233240919,0.829123703,-1
-2.265843109,-1.207852136,-1
1.738449949,-1.055062048,-1
-5.385397265,-2.546548773,-1
1.731779593,-4.62657154,-1
1.870227809,-4.464288275,-1
-2.125561932,-2.143949137,-1
-1.514459352,-1.929946014,-1
0.357028562,-2.149905746,-1
-4.917376054,-2.46840612,-1
2.205291974,-7.273384335,-1
2.644100314,-1.036934832,-1
-0.533788909,-0.819299573,-1
-2.137945633,-1.180759732,-1
-2.703508879,-3.491836182,-1
1.87913813,-0.084226488,-1
-4.212960885,-1.105625703,-1
-2.766606317,0.672342706,-1
2.398580528,-1.198398802,-1
-5.582824304,-3.392090705,-1
-0.746361382,0.819895271,-1
-0.458668906,-2.847296381,-1
3.561716424,4.794386628,1
-1.778091546,-2.946631551,-1
-1.703548019,0.437425466,-1
-0.481080236,0.755303007,-1
-1.722142411,-2.059456766,-1
-1.264232769,-1.016552063,-1
-1.936463281,-4.038673634,-1
-0.032702353,-3.338191711,-1
4.541754818,3.867537991,1
2.702935685,-3.253112354,-1
-3.194379887,-4.072430616,-1
-0.012429387,0.145173215,-1
-1.173101936,-4.973184594,-1
-1.811142898,1.444185679,-1
-0.413089991,0.55816481,-1
-7.429489877,-2.544534901,-1
6.091921973,-7.033810718,1
3.099477839,4.67890548,1
1.437748851,-5.496067567,-1
-1.22214208,-2.210030436,-1
-0.273380884,-3.013846463,-1
1.097914311,1.506307339,-1
2.583481008,-0.554227057,-1
0.893638118,-1.655592155,-1
-5.245081821,-2.146815525,-1
-0.378759271,-1.462278208,-1
-0.957099425,-1.917044582,-1
-2.435391861,-3.16968288,-1
-6.024136828,-1.373804659,-1
3.756506413,4.28526463,1
-0.461243727,1.04340673,-1
3.452998492,2.537751939,1
1.342140454,-4.88021371,-1
3.363930331,2.786824954,1
4.167829222,2.470477613,1
-2.953839371,-1.587987858,-1
5.679062504,-2.364073609,-1
2.404830514,-1.048529796,-1
2.687084383,-2.621416504,-1
-1.906799297,0.341145166,-1
-1.525116291,-1.060608462,-1
-3.047530524,0.778871814,-1
-2.620617525,-1.066335084,-1
-1.355773513,0.027953059,-1
1.970192933,-2.826693688,-1
-1.00773952,2.322249794,-1
-1.908308393,-0.768645725,-1
-2.691658866,-7.066131697,-1
-0.48254474,-2.93528219,-1
0.200816296,-0.45725497,-1
4.733521402,4.548580446,1
-1.785828035,0.419113748,-1
-1.49275538,6.265842038,-1
-0.569627281,-0.764878232,-1
-3.866312269,-3.214408717,-1
-0.21160156,-1.029403778,-1
-0.469901531,-2.264625112,-1
-4.256884878,-0.252259652,-1
-0.937832888,-1.417900333,-1
-1.098926787,-1.463328169,-1
-4.51590834,-0.577585353,-1
0.025543112,0.105113679,-1
5.639096058,-5.659135198,1
-1.227678239,0.424657318,-1
1.59385388,-1.127792512,-1
-5.519401797,-0.630917964,-1
-4.619451988,-1.030029384,-1
-2.140128346,1.00893593,-1
-2.859915148,-0.329619977,-1
3.222592537,5.093573284,1
0.633726194,-5.517190948,-1
-1.26153762,-0.492137442,-1
-0.457299268,-2.35037669,-1
-4.060336472,-0.662865062,-1
3.563370614,4.081428565,1
4.404509794,4.048008633,1
2.048869961,4.101989103,-1
3.915929166,3.428301333,1
-0.081381558,4.378619493,-1
1.043210768,0.239459909,-1
4.202920227,2.091930302,1
-1.950150227,-5.430539633,-1
2.646187249,0.337201176,-1
5.934737495,-7.393024115,1
-3.098450528,-1.758673322,-1
0.751232373,2.162853894,-1
2.417514488,1.63375236,-1
0.18497543,-0.040874057,-1
0.939038047,-0.837865484,-1
0.043017418,-1.329660305,-1
-0.687658539,0.210819519,-1
3.286873058,4.116639984,1
-0.706497539,-2.720669175,-1
2.894415975,3.025239682,1
1.102723092,-3.257898949,-1
-1.032821529,-1.370144851,-1
-1.499639431,-0.843813556,-1
-2.866404498,2.215028478,-1
-1.342367684,-5.38641665,-1
-4.223389237,3.697835564,-1
-1.724157588,-4.02127283,-1
-1.528462033,3.196633946,-1
-0.868616099,1.373759868,-1
1.028354465,-0.873483264,-1
-2.742596598,-0.438233487,-1
0.836563059,-4.466044981,-1
-1.071042206,0.561903735,-1
3.451467219,3.672112817,1
2.309036276,-0.012804682,-1
-0.700886017,-2.915126234,-1
-2.700976659,0.999425415,-1
4.930018285,-1.694129195,-1
0.023775502,-1.303750218,-1
2.376880492,1.140605268,-1
-1.891089826,3.97565651,-1
-1.881824733,-1.582674546,-1
-1.716110483,-2.652355866,-1
-1.682116501,4.010945447,-1
-0.068408223,1.742057535,-1
-0.424397464,-2.92003961,-1
-3.146475954,-7.237721149,-1
4.053930542,-1.268719367,-1
4.088145075,3.018934807,1
0.178342872,0.494316442,-1
-1.155691918,-3.393957587,-1
-4.304232264,1.875931781,-1
-3.53275039,-5.360065417,-1
-6.765596313,-0.759420475,-1
-1.722771149,-0.021192242,-1
-3.862473131,-2.77155737,-1
-0.23635392,-1.8339509,-1
3.751340808,3.119058059,1
1.044655797,-0.155094707,-1
-3.34641624,3.84159383,-1
-2.001557132,1.230220488,-1
-2.445735223,-0.1076453,-1
-1.672023655,3.259983734,-1
2.820696613,0.110547293,-1
-1.205493946,3.813802228,-1
1.531310655,-2.879720711,-1
-3.430702982,0.568362969,-1
4.102470277,-2.756227785,-1
0.899856731,3.406755702,-1
-4.169717645,-1.115328864,-1
-2.346349557,1.702182338,-1
-3.410408314,0.78831787,-1
-1.457583361,-0.801359258,-1
3.745777065,3.354740439,1
-2.579173368,-1.869674274,-1
0.174549255,0.43167823,-1
2.99123426,-3.522378728,-1
1.764166373,-1.85161157,-1
-4.34568058,1.173081228,-1
0.62745624,0.9827041,-1
3.953364206,3.9603657,1
-1.32671595,-0.396365962,-1
-1.145899971,-0.220169368,-1
-2.796896287,-0.312209528,-1
-1.575704683,3.157746988,-1
-4.335904541,-1.608098175,-1
-4.04982799,-3.118005813,-1
1.913104747,-0.971375379,-1
-1.828429917,-1.513998393,-1
1.181787958,-0.75238315,-1
-4.410042784,-3.726559733,-1
2.633651181,3.106934433,1
3.714278815,2.217786804,-1
-2.370628689,4.252922457,-1
-0.649434949,0.667269018,-1
-0.316400291,-2.009095594,-1
-4.858314042,-1.276586043,-1
1.315541012,-3.862140618,-1
0.260140672,0.766523112,-1
-2.372710157,-1.4125751,-1
-1.225518546,-0.798133344,-1
-0.869613156,-1.783975187,-1
-2.302539757,0.565447642,-1
-2.591113039,-0.866151777,-1
-0.022031061,-4.553583521,-1
-2.582954396,-6.167587031,-1
-1.625563062,-1.508125824,-1
-0.007252351,-2.712729922,-1
-0.479572822,-1.212403038,-1
-6.33737244,2.727014036,-1
3.440216284,-0.807228217,-1
2.295449062,-0.357398175,-1
-1.333493298,-1.29356441,-1
-1.341475499,-0.958257963,-1
0.91238668,-2.503958277,-1
-5.745240722,-2.782909329,-1
-6.952970086,0.59881344,-1
2.852473243,3.646800422,1
1.42089,2.061654533,-1
3.30036087,2.969255057,1
2.959436917,2.817102146,1
1.55441611,1.791018942,-1
-6.462122365,0.272057367,-1
-2.815552949,1.712930639,-1
-0.015993149,-1.306964443,-1
-2.112126684,-4.886674045,-1
-2.430875381,-0.533771251,-1
1.402541451,-1.969945283,-1
1.299762767,-6.101077013,-1
6.654381175,-5.741320235,1
-4.899772581,1.543512664,-1
-4.723280037,-0.685783862,-1
-4.090181528,3.503944825,-1
-1.284807894,5.497855377,-1
-2.302056847,-4.82124479,-1
3.593219141,-0.393985477,-1
0.580024742,0.628564572,-1
-4.928461778,2.359865616,-1
-3.05380077,-4.595354902,-1
-1.139095901,1.607505791,-1
1.892852888,1.984064115,-1
-1.150484914,-1.740984294,-1
-2.105266336,-2.118282186,-1
-1.343246726,1.863664855,-1
1.401770078,-5.146679626,-1
-1.392961158,-4.595760616,-1
-0.171918951,-1.365240446,-1
-1.835221452,-1.718785127,-1
-0.256807249,-3.454277756,-1
0.621648888,-1.712162823,-1
1.297153464,0.169475322,-1
-3.845504635,-1.901254116,-1
-0.027935501,1.018363205,-1
-0.683864912,2.970858846,-1
-2.328968934,0.841302621,-1
2.667917822,-4.124433155,-1
-4.75514989,1.904839577,-1
-3.694814813,-2.018336041,-1
-2.31991652,2.917990633,-1
-4.006638364,1.703844826,-1
1.288269539,0.713913536,-1
-2.983396765,-5.617309956,-1
-2.475606782,4.780342936,-1
-6.358920826,1.870404764,-1
4.134081204,3.009963059,1
-2.525601003,-0.930459561,-1
1.532910038,3.705048821,-1
2.001512797,3.180513567,1
-2.575725972,2.420864846,-1
1.386297895,-3.512208918,-1
-0.084108134,-2.402457045,-1
3.75532985,-3.303484128,-1
-3.493946159,-4.905881844,-1
-3.788415584,-4.948067378,-1
-5.139172804,-0.237545201,-1
0.85920723,-1.423742964,-1
7.293677477,-7.104553445,1
-5.327815171,-1.227414174,-1
-0.339153884,-2.275828437,-1
-0.889634716,-1.160319731,-1
3.568729055,2.989622017,1
-5.04115426,-0.205626486,-1
-3.039924999,-2.740784215,-1
5.01274397,-2.721904818,-1
2.3003187,3.221168492,1
0.862182674,2.636728303,-1
1.544783672,-6.151111247,-1
-3.144378399,0.842706102,-1
2.461960311,-2.034462963,-1
0.373265529,1.026379042,-1
2.770527329,3.703321512,1
-0.029964949,-0.971217633,-1
4.766278574,3.678468327,1
0.455617499,-0.581621176,-1
-2.920809773,-1.061691561,-1
2.385600643,-0.951465238,-1
